,x0(t),x1(t)
0,0.0010413637,0.061469067
1,0.019809663,0.034514323
2,0.021434017,0.02007996
3,0.04456222,0.011930764
4,0.008519276,0.033411108
5,0.0097822985,0.04319166
6,0.00077308586,0.0049530305
7,0.111594945,0.0019877164
8,0.0031658171,0.08335241
9,0.024391245,0.00273239
10,0.09984099,0.018936858
11,0.022944415,0.050000627
12,0.09177859,0.017282521
13,0.02218652,0.09020189
14,0.030103402,0.019289933
15,0.04172593,0.017423484
16,0.0518577,0.021217972
17,0.016288485,0.042235553
18,1.29238515e-05,0.014979014
19,0.0071254754,0.07086927
20,0.06848652,0.009286682
21,0.017543783,0.03977315
22,0.023257006,0.010911431
23,0.033818882,0.016076028
24,0.0031020094,0.030649625
25,0.112023875,0.0023701272
26,0.022988725,0.11342263
27,0.0041777855,0.0753955
28,0.0022454693,0.03531224
29,0.048409715,0.013095186
30,2.0143196e-05,0.025361657
31,0.002203132,0.0066463165
32,0.00016998181,0.01587081
33,0.011649221,0.00015174727
34,0.011532554,0.048327502
35,0.014658836,0.018450528
36,0.046152275,0.05547162
37,0.009108386,0.042743184
38,0.013336417,0.027837763
39,9.9430996e-05,0.043544337
40,0.033712946,0.010046734
41,0.009469104,0.036892027
42,0.042659674,0.019039983
43,0.015225279,0.04111904
44,0.07885639,0.011513526
45,0.015142258,0.0505101
46,0.15973979,0.036876246
47,0.046656657,0.08344588
48,0.028804064,0.09725274
49,0.0037910815,0.014727244
50,0.08285623,0.020083804
51,0.0033588146,0.042104285
52,0.019364944,0.03740859
53,0.0012199521,0.13354504
54,0.057441376,0.0011964035
55,0.021700328,0.028784994
56,0.02076331,0.070011705
57,0.008302612,0.03291314
58,0.101297066,0.004224848
59,0.07574278,0.061674006
60,0.025603559,0.123287044
61,0.013184137,0.060568616
62,0.004171277,0.0073990785
63,0.0012907097,0.013567801
64,0.06885736,0.011123922
65,0.0010163101,0.08568737
66,0.2192971,0.023699328
67,0.020275977,0.11410552
68,0.0022093612,0.07544853
69,0.052528933,0.0013209124
70,0.06894415,0.04381281
71,6.779755e-05,0.09776078
72,0.00022196304,0.012064189
73,0.024710923,0.0028795535
74,0.007689178,0.016667776
75,0.012614863,0.004463216
76,0.030983804,0.025181174
77,0.03349287,0.015494924
78,0.00062045926,0.023942733
79,0.003802527,0.00031370862
80,0.0336769,0.0039645378
81,0.0339924,0.02216962
82,0.017996836,0.036070853
83,0.004582738,0.06939444
84,0.00070262654,0.04047341
85,0.014380115,0.0010474822
86,0.00035296645,0.016608253
87,0.0013194192,0.0029434853
88,0.062346995,0.061071586
89,0.12471163,0.03677985
90,0.0014077928,0.076090366
91,0.0017452177,0.08464441
92,0.020548662,0.0024755115
93,0.0026847424,0.030795965
94,0.026893996,0.0015784464
95,0.0011406026,0.12493335
96,0.00484551,0.015642496
97,0.008963953,0.017600378
98,0.0032611883,0.014547782
99,0.00899341,0.025038995
100,0.00018709157,0.14031619
101,0.023400906,0.00035972145
102,0.0006225103,0.07556968
103,0.00018500573,0.0010006266
104,0.00153962,0.005118081
105,0.00023924078,0.0016080851
106,0.08536926,0.00033698938
107,0.04547565,0.07231645
108,0.024418272,0.07124154
109,0.0056912326,0.013014595
110,0.0017199275,0.10071944
111,0.01317186,0.018341798
112,2.562271e-07,0.008623019
113,0.010525986,0.009052619
114,0.0655272,0.008345056
115,0.0039719287,0.05050054
116,0.00018012559,0.0025840783
117,0.00078434136,0.0029416303
118,0.0150060365,0.033729576
119,0.030559236,0.0082883965
120,0.2179741,0.030523492
121,0.034593873,0.11701928
122,0.08633372,0.112197936
123,0.009483183,0.049657296
124,0.021382453,0.018094653
125,0.019831166,0.0123035945
126,0.0012279,0.04199138
127,0.043751903,0.0054624826
128,0.0021617475,0.049290784
129,0.008204735,0.0027115776
130,0.0050876676,0.11338365
131,0.01415801,0.0070067616
132,0.0002920278,0.037932985
133,0.008892972,0.033444766
134,0.004482546,0.009413883
135,0.048782412,0.02318522
136,0.01149643,0.026214007
137,5.9772028e-05,0.03165441
138,0.012748457,0.017050989
139,0.06033322,0.03213102
140,0.0008070465,0.035794877
141,0.04961675,0.055851538
142,0.026003627,0.05960641
143,0.00021940525,0.017815655
144,0.0020862105,0.00042608997
145,0.14274596,0.008304482
146,0.00028419486,0.11919066
147,0.014522312,0.00030714832
148,9.0146395e-06,0.042406097
149,0.019103955,0.006960333
150,0.0047766333,0.030984024
151,0.0010056915,0.08139484
152,0.0129032405,0.04563041
153,0.07086617,0.032999292
154,0.00048578557,0.044678904
155,0.002662161,0.032787316
156,4.2931306e-06,0.0014135054
157,0.005493459,0.006669202
158,0.0064833825,0.030704044
159,7.878735e-05,0.0036402303
160,0.00020562665,0.06437176
161,2.9193932e-05,0.014961739
162,0.013423428,0.12679094
163,0.0003995103,0.010275466
164,0.07324822,0.06656238
165,0.003579169,0.06557967
166,0.0039797486,0.0028722447
167,0.01795919,0.022696584
168,0.063325964,0.065715894
169,0.09225181,0.032000862
170,0.029103724,0.05141294
171,0.01559833,0.031289034
172,0.009750034,0.049199246
173,0.13359837,0.06254889
174,0.020669479,0.09260425
175,0.0040646074,0.010450048
176,0.0017968891,0.17553873
177,0.031384256,0.0037408387
178,6.876916e-05,0.01922468
179,0.028266542,0.014249495
180,0.023702947,0.023673635
181,0.05125113,0.03793485
182,0.16195095,0.039985955
183,0.015114064,0.10426576
184,0.02650254,0.007886181
185,0.0022889753,0.05888949
186,2.6928283e-05,0.017180305
187,0.0013370331,0.014253654
188,0.021852065,0.1332395
189,0.055091176,0.011601101
190,0.00078849593,0.045568157
191,1.4448257e-06,0.0023540168
192,0.03839148,0.10256771
193,0.0019864321,0.020746883
194,0.046953853,0.030182164
195,0.0070641153,0.027335308
196,0.016303973,0.010206087
197,0.009315665,0.04786868
198,0.06742551,0.01833338
199,0.0006781192,0.092810884
200,0.00064908364,0.0005418302
201,0.023002867,0.0003444191
202,0.11717822,0.07304857
203,0.06410683,0.10434713
204,0.020059155,0.036490697
205,0.0069866288,0.02063617
206,0.00027740985,0.019618278
207,0.0044210237,0.010686971
208,0.028086439,0.0575507
209,0.014905578,0.02758228
210,0.005977819,0.02871086
211,0.0005614547,0.0037195124
212,0.0045986325,0.00046535535
213,0.014047338,0.008808587
214,0.02238608,0.13924794
215,0.02391769,0.011642275
216,0.0014927915,0.16190413
217,0.0001210245,0.1414974
218,6.972774e-05,0.0011377669
219,0.0029521135,0.006041296
220,0.007077441,0.0015414665
221,0.06104475,0.026447894
222,1.879667e-05,0.05296526
223,0.017606778,0.0032427227
224,0.006979224,0.05003122
225,0.004793409,0.015275331
226,0.00490235,0.009352111
227,0.031470247,0.067415304
228,1.40633565e-05,0.037420504
229,0.012420615,0.08006042
230,0.001953623,0.016933532
231,0.0007366382,0.030341832
232,0.016897166,0.01010351
233,0.070250556,0.021511678
234,0.0039543044,0.053186215
235,0.010586706,0.0027613943
236,0.029322889,0.0059931483
237,0.0051126895,0.018968394
238,0.03234313,0.1326955
239,0.0009401784,0.017129688
240,0.009316678,0.021159973
241,0.0012110241,0.0073370645
242,0.00013537613,0.011138364
243,0.03867118,0.03485336
244,0.010327408,0.09368859
245,0.02809571,0.0061536375
246,0.18334115,0.018344933
247,0.04407235,0.15657976
248,0.031940293,0.022036208
249,0.015280374,0.0696399
250,0.0004662459,0.10620977
251,0.017800823,0.0044016647
252,0.009099318,0.014043106
253,0.001449139,0.05144892
254,0.0020750293,0.011506962
255,0.024241302,0.047380105
256,0.07400018,0.012348554
257,0.02928717,0.041463893
258,0.018249186,0.07284791
259,0.050886437,0.021798957
260,0.0031403885,0.025526168
261,0.012403214,0.070907004
262,0.042458452,0.0064479173
263,0.0005136387,0.07525323
264,0.024696711,0.0032098822
265,2.1055335e-05,0.062313594
266,0.0036195735,0.034137208
267,0.0048355954,0.004656068
268,0.0063460167,0.017669199
269,0.027073795,0.043082204
270,0.016598625,0.015623864
271,0.0056839227,0.0083355
272,0.052227076,0.052646533
273,0.012708713,0.037125744
274,0.0019718544,0.0066298256
275,0.027387246,0.008676176
276,0.028891355,0.08976431
277,0.021177316,0.060925663
278,0.06062975,0.051909305
279,0.095373005,0.046350997
280,0.024809735,0.0482303
281,0.009423145,0.019018868
282,0.06967963,0.008718703
283,0.0025642456,0.039980877
284,0.021676382,0.003072816
285,0.0036064137,0.06360118
286,0.012117013,0.0041066254
287,0.0013154033,0.0062942067
288,0.0004711512,0.010045242
289,0.0004035755,0.0010349045
290,0.017965004,0.008854803
291,0.012148451,0.077328116
292,0.01651189,0.08651657
293,0.034674358,0.04966982
294,0.0019051931,0.019448493
295,6.104408e-05,0.046777423
296,0.00666178,0.017844146
297,0.0009008791,0.0059318496
298,0.000116491115,0.00053835666
299,0.006547488,9.26441e-05
300,0.05892837,0.00415798
301,0.000118495336,0.0555422
302,7.8217345e-05,0.037996333
303,0.07436991,0.06469029
304,0.0026602868,0.03731333
305,0.009209118,0.002610411
306,0.017792584,0.08203521
307,0.0013778283,0.044134095
308,0.028063811,0.0023714523
309,0.0015769781,0.015058903
310,0.04916948,0.14132832
311,0.0028110745,0.03614844
312,0.007345609,0.014273316
313,0.0043378514,0.014414928
314,0.0068649445,0.0022996757
315,0.04589216,0.0039263396
316,0.0036735514,0.17330171
317,0.016027791,0.013251341
318,8.603586e-06,0.027528055
319,0.0027669102,0.00106119
320,0.0030388117,0.03224058
321,0.018519033,0.0023505627
322,0.09109059,0.08147298
323,0.001874563,0.054978527
324,2.2844048e-05,0.10627559
325,0.00029324376,0.019510403
326,0.021644324,0.028588206
327,0.013039198,0.017611261
328,0.0033286398,0.0068226373
329,0.0031208717,0.021970306
330,0.015772497,0.13021901
331,0.007898603,0.022571212
332,0.00049359514,0.046772934
333,0.050548285,0.013596075
334,0.027254494,0.032048736
335,0.07199492,0.014452056
336,0.057612922,0.044958524
337,0.0025405122,0.035824727
338,0.0029596633,0.0047020186
339,0.011708372,0.0493966
340,0.00048584602,0.043717306
341,0.0016143303,0.037605204
342,0.033716995,0.017601427
343,0.037791934,0.06411588
344,0.0063302764,0.04676059
345,0.061818097,0.003278554
346,2.2255841e-05,0.042591773
347,0.0010526109,0.048254605
348,0.0042176824,0.0005307347
349,0.004276859,0.039168555
350,0.041197486,0.013846627
351,0.015981387,0.09064928
352,0.034012564,0.018233538
353,0.0007286025,0.04416727
354,0.007887757,0.01716327
355,0.011844463,0.003970497
356,0.0018450422,0.008011639
357,0.00012251192,0.04429728
358,0.02631677,0.009250685
359,0.00021911606,0.013732952
360,0.004912351,0.04334143
361,0.093161836,0.0025110666
362,0.090609975,0.050285004
363,0.036582947,0.058818776
364,0.020228932,0.030913128
365,0.00669711,0.025813214
366,0.00075655803,0.024160556
367,0.056159243,0.0051439186
368,0.00048894447,0.044242535
369,0.0014275166,0.010724359
370,0.0030600156,0.14872013
371,0.073282965,0.01220469
372,0.0009643444,0.0748955
373,2.237069e-06,0.011453845
374,0.016456775,0.050965585
375,0.03715192,0.017266419
376,0.00017509802,0.02050147
377,0.031060606,0.06208326
378,0.071104765,0.016863788
379,0.008123002,0.05707761
380,0.06963942,0.011666124
381,0.12048201,0.1663686
382,0.01351553,0.065903835
383,0.07865453,0.016581856
384,0.008120336,0.039337374
385,0.01412295,0.009222504
386,0.036586188,0.01950404
387,0.0053986744,0.018293101
388,0.038642325,0.015699284
389,0.00017688147,0.05539648
390,0.00040584165,0.07161451
391,0.013857684,0.02823666
392,0.042433266,0.058325104
393,0.00135667,0.041091703
394,0.029481169,0.0006796995
395,0.006789779,0.023627918
396,0.079702616,0.02831787
397,0.013252686,0.044547196
398,0.0037502071,0.028871218
399,0.05460226,0.003279328
400,0.033866387,0.033183865
401,0.009309986,0.018251061
402,0.07920529,0.15299737
403,0.0055554514,0.04250758
404,6.984858e-05,0.0028527405
405,0.016327927,0.004004154
406,0.002719743,0.01621285
407,0.0047902595,0.005955566
408,0.07266158,0.08725821
409,0.0022765445,0.03635095
410,0.00612266,0.0063678417
411,0.017980583,0.027768003
412,0.14165846,0.024901021
413,0.041634496,0.07609407
414,0.038688317,0.037335925
415,0.08052969,0.030315284
416,0.00019154264,0.04034279
417,0.06459605,0.05213288
418,0.017143263,0.055146366
419,0.005083996,0.02650806
420,0.016011456,0.007225879
421,0.0135706905,0.02281816
422,0.001411044,0.008130812
423,0.061085593,0.011529189
424,0.003918763,0.030762091
425,0.011388801,0.022098565
426,0.025790812,0.016874451
427,0.042377133,0.022816576
428,0.07662938,0.13703284
429,0.034128543,0.046102785
430,0.014405324,0.01960243
431,0.018942982,0.055448845
432,0.00018146125,0.030006176
433,0.08382054,0.0051429044
434,0.0035341107,0.04237124
435,0.13226825,0.052073985
436,0.017984843,0.0713265
437,0.1851141,0.07019174
438,0.00044426922,0.0974367
439,0.05358453,0.00022216163
440,0.10116069,0.034631368
441,0.058853213,0.06668845
442,0.002243405,0.07046228
443,0.10461393,0.038795076
444,0.012743507,0.17928602
445,0.012294319,0.025874643
446,0.16092964,0.007739954
447,0.026248274,0.11830641
448,0.014931094,0.016160652
449,0.074725114,0.008087799
450,0.0038573851,0.03989531
451,0.022982538,0.005207892
452,0.009673726,0.012487813
453,0.0021284774,0.014733778
454,0.0026235909,0.004104462
455,0.061296854,0.00246201
456,0.009959584,0.10220615
457,9.818469e-05,0.0076930257
458,0.005875496,0.0001537353
459,0.07139915,0.002942551
460,0.03954795,0.06725688
461,0.045109496,0.029736191
462,0.00472256,0.024069617
463,0.01984179,0.20873629
464,0.03264026,0.016310677
465,0.021155873,0.025102101
466,0.13763198,0.05955116
467,0.00066344184,0.070690185
468,0.00014117706,0.09024477
469,0.022182535,0.0040615913
470,7.178772e-05,0.08601664
471,0.07752311,0.010960173
472,0.20216118,0.13679768
473,0.04854701,0.101400815
474,0.025210781,0.052564237
475,0.0014047277,0.029012997
476,0.049384106,0.004156866
477,0.00020414732,0.05495709
478,0.00018529034,0.025824068
479,0.030296737,0.057667997
480,0.042916402,0.047644854
481,0.004890236,0.022079853
482,0.009142653,0.017614417
483,0.019572496,0.038598355
484,0.0041259727,0.02119214
485,0.00043274823,0.06950731
486,0.00012874877,0.00021728147
487,0.032619108,0.0010038443
488,0.023288716,0.02481982
489,0.02999503,0.08834228
490,0.0060442383,0.016780183
491,0.00036288312,0.0030310357
492,0.168793,0.0416702
493,0.007094804,0.08592127
494,0.003933593,0.06806251
495,0.012011009,0.004849188
496,0.008886239,0.0077293897
497,1.3760017e-05,0.022849064
498,0.019587947,0.045502603
499,0.06303134,0.0215951
